elapsed_s,power_mA,temperature_C,flow_sccm
0,0.01,799.4,0.02251
10,0.1,799.5,0.02251
20,0.1317,799.5,19.72
30,0.1633,799,19.89
40,0.195,799.5,19.97
50,0.2267,799.9,20.01
60,0.2583,799.7,20.03
70,0.29,799,20.03
80,0.3217,801.7,20.04
90,0.3533,799.6,20.04
100,0.385,799.6,20.05
110,0.4167,799.4,20.02
120,0.4483,801.1,20.03
130,0.48,799,20.04
140,0.5117,799.3,20.04
150,0.5433,799,20.04
160,0.575,799.5,20.06
170,0.6067,799.6,20.01
180,0.6383,799.4,20.05
190,0.67,799.5,20.03
200,0.7017,799.3,20.04
210,0.7333,799.5,20.03
220,0.765,799.5,20.02
230,0.7967,799.4,20.04
240,0.8283,800.8,20.04
250,0.86,799.4,20.06
260,0.8917,799,20.02
270,0.9233,799.5,20.06
280,0.955,799,20.03
290,0.9867,799,20.04
300,1.018,799,20.04
310,1.05,800.5,20.05
320,1.082,799.1,20.06
330,1.113,799,20.05
340,1.145,800.6,20.03
350,1.177,799,20.06
360,1.208,800.1,20.06
370,1.24,799.4,20.06
380,1.272,799,20.05
390,1.303,800,20.06
400,1.335,799,20.07
410,1.367,799.6,20.05
420,1.398,799.6,20.05
430,1.43,799,20.06
440,1.462,799.5,20.07
450,1.493,799,20.04
460,1.525,799,20.04
470,1.557,799,20.07
480,1.588,800.9,20.04
490,1.62,799.4,20.05
500,1.652,799.7,20.06
510,1.683,800.3,20.04
520,1.715,799.4,20.06
530,1.747,801.4,20.08
540,1.778,799,20.05
550,1.81,799,20.07
560,1.842,800.8,20.05
570,1.873,800.6,20.07
580,1.905,799,20.06
590,1.937,801.6,20.05
600,1.968,800,20.07
610,2,799.8,20.04
620,2.033,801.7,20.06
630,2.067,799,20.06
640,2.1,800.7,20.04
650,2.133,799.5,20.07
660,2.167,800.7,20.06
670,2.2,801.4,20.06
680,2.233,803.3,20.06
690,2.267,809.4,20.06
700,2.3,812.1,20.07
710,2.333,818.2,20.05
720,2.367,819.3,20.05
730,2.4,823,20.06
740,2.433,828.6,20.06
750,2.467,832.3,20.06
760,2.5,839.5,20.04
770,2.533,842.8,20.04
780,2.567,845.9,20.05
790,2.6,848.9,20.08
800,2.633,856.5,20.07
810,2.633,857.4,20.06
820,2.6,863.2,20.05
830,2.567,862.7,20.05
840,2.6,861.7,20.04
850,2.633,866.6,20.06
860,2.667,868,20.07
870,2.7,866.7,20.07
880,2.733,871.1,20.06
890,2.767,872.5,20.06
900,2.8,875,20.06
910,2.833,878.6,20.07
920,2.867,880.1,20.06
930,2.9,886,20.05
940,2.933,889,20.06
950,2.967,888.2,20.08
960,3,890.3,20.05
970,3.033,896.6,20.07
980,3.067,894.8,20.06
990,3.1,899.7,20.06
1000,3.133,899.1,20.06
1010,3.167,904.4,20.06
1020,3.133,903.7,20.05
1030,3.1,905.5,20.06
1040,3.067,903.2,20.05
1050,3.033,905.5,20.07
1060,3,907.1,20.06
1070,2.967,906.2,20.07
1080,2.933,905.3,20.05
1090,2.9,900.5,20.05
1100,2.933,900,20.06
1110,2.967,903.4,20.05
1120,2.933,899.4,20.04
1130,2.967,899,20.05
1140,3,902.9,20.06
1150,2.967,903.3,20.06
1160,2.933,900.8,20.08
1170,2.9,899.9,20.05
1180,2.867,901.5,20.06
