elapsed_s,power_mA,temperature_C
0,0.01,799.5
5,0.01,799.5
10,0.1,799.4
15,0.1025,799.4
20,0.105,799.4
25,0.1075,799.6
30,0.11,799.6
35,0.1125,799.6
40,0.115,799.5
45,0.1175,799.4
50,0.12,799.8
55,0.1225,799.4
60,0.125,799.5
65,0.1275,799.5
70,0.13,799.4
75,0.1325,799.4
80,0.135,799.5
85,0.1375,799.9
90,0.14,799.4
95,0.1425,799.7
100,0.145,799.3
105,0.1475,799.4
110,0.15,799.5
115,0.1525,799.5
120,0.155,799.6
125,0.1575,799.6
130,0.16,799.5
135,0.1625,799.5
140,0.165,799.5
145,0.1675,799.5
150,0.17,801.9
155,0.1725,799.5
160,0.175,800.8
165,0.1775,799.5
170,0.18,799
175,0.1825,799.5
180,0.185,799.6
185,0.1875,799.3
190,0.19,799.5
195,0.1925,799.4
200,0.195,799.5
205,0.1975,801.1
210,0.2,799.2
215,0.2025,799.4
220,0.205,799.8
225,0.2075,799.5
230,0.21,799.5
235,0.2125,799.5
240,0.215,799.7
245,0.2175,799.4
250,0.22,799.6
255,0.2225,799.4
260,0.225,801.8
265,0.2275,799.7
270,0.23,802.6
275,0.2325,799.5
280,0.235,799.4
285,0.2375,800.6
290,0.24,802.5
295,0.2425,799.6
300,0.245,799.5
305,0.2475,799.5
310,0.25,799.5
315,0.2525,799.2
320,0.255,799.7
325,0.2575,799.2
330,0.26,803.7
335,0.2625,808.6
340,0.265,814.4
345,0.2675,815.7
350,0.27,819.2
355,0.2725,822.8
360,0.275,826.3
365,0.2775,829.4
370,0.28,832.8
375,0.2825,834
380,0.285,840.8
385,0.2875,841.2
390,0.29,843.6
395,0.2925,846.4
400,0.295,848.7
405,0.2975,852.1
410,0.2975,853.6
415,0.3142,855.3
420,0.3308,858.8
425,0.3475,862.1
430,0.3642,867.1
435,0.3808,872.9
440,0.3975,879.5
445,0.4142,884.2
450,0.4308,893.2
455,0.4475,905.5
460,0.4308,924.9
465,0.4142,943
470,0.3975,948
475,0.3808,946.4
480,0.3642,941.7
485,0.3475,937.8
490,0.3308,931
495,0.3142,923.8
500,0.2975,918.5
505,0.2808,914.9
510,0.2642,905.5
515,0.2475,898.1
520,0.2308,890.4
525,0.2475,882.1
530,0.2642,877.9
535,0.2808,871.4
540,0.2975,870.2
545,0.3142,871.1
550,0.3308,873.6
555,0.3475,877
560,0.3642,881.5
565,0.3808,886.5
570,0.3975,892.3
575,0.4142,898.5
580,0.3975,904.9
585,0.3808,910.1
590,0.3642,909.7
595,0.3475,914.1
600,0.3308,913.2
605,0.3142,911.8
610,0.2975,909
615,0.2808,904.1
620,0.2642,900.5
625,0.2808,895.1
630,0.2975,891.2
635,0.3142,888.5
640,0.3308,888.4
645,0.3475,889.7
650,0.3642,892.4
655,0.3808,896.9
660,0.3975,901
665,0.3808,906.4
670,0.3642,913.3
675,0.3475,912.6
680,0.3308,913.2
685,0.3142,911.7
690,0.2975,909.5
695,0.2808,905.3
700,0.2642,901.9
705,0.2475,896.8
710,0.2642,890.5
715,0.2808,885.1
720,0.2975,882.4
725,0.3142,882.3
730,0.3308,883.9
735,0.3475,886
740,0.3642,893.9
745,0.3808,895.3
750,0.3975,902.1
755,0.4142,905.6
760,0.4308,913.4
765,0.4475,923.2
770,0.4642,942
775,0.4808,962.7
780,0.4975,981.9
785,0.4808,1001
790,0.4642,1019
795,0.4475,1026
800,0.4308,1033
805,0.4142,1028
810,0.3975,1020
815,0.3808,1012
820,0.3975,994.4
825,0.4142,983.2
830,0.4308,975.7
835,0.4475,976.3
840,0.4642,985.4
845,0.4808,998
850,0.4975,1012
855,0.5142,1026
860,0.5308,1040
865,0.5475,1057
870,0.5308,1067
875,0.5142,1080
880,0.4975,1083
885,0.4808,1084
890,0.4642,1083
895,0.4808,1082
900,0.4975,1078
905,0.5142,1079
910,0.5308,1084
915,0.5475,1086
920,0.5642,1091
925,0.5808,1101
930,0.5975,1111
935,0.6142,1118
940,0.6308,1127
945,0.6475,1138
950,0.6308,1147
955,0.6142,1154
960,0.5975,1157
965,0.5808,1158
970,0.5975,1158
975,0.6142,1152
980,0.6308,1153
985,0.6475,1159
990,0.6642,1163
995,0.6808,1169
1000,0.6975,1177
1005,0.7142,1184
1010,0.7308,1191
1015,0.7475,1201
1020,0.7308,1210
1025,0.7142,1211
1030,0.6975,1221
1035,0.6808,1215
1040,0.6642,1215
1045,0.6475,1209
1050,0.6308,1204
1055,0.6142,1199
1060,0.6308,1193
1065,0.6475,1188
1070,0.6642,1187
1075,0.6808,1190
1080,0.6975,1192
1085,0.7142,1196
1090,0.7308,1202
1095,0.7142,1208
1100,0.6975,1216
1105,0.6808,1214
1110,0.6642,1212
1115,0.6475,1213
1120,0.6308,1205
1125,0.6142,1201
1130,0.6308,1194
1135,0.6475,1191
1140,0.6642,1188
1145,0.6808,1191
1150,0.6975,1194
1155,0.7142,1199
1160,0.6975,1203
1165,0.6808,1208
1170,0.6642,1209
1175,0.6475,1208
1180,0.6308,1203
1185,0.6142,1200
1190,0.6308,1196
1195,0.6475,1191
1200,0.6642,1189
1205,0.6808,1192
1210,0.6975,1192
1215,0.7142,1203
1220,0.6975,1205
1225,0.6808,1209
1230,0.6642,1209
1235,0.6475,1209
1240,0.6308,1205
1245,0.6142,1201
1250,0.6308,1195
1255,0.6475,1192
1260,0.6642,1191
1265,0.6808,1194
1270,0.6975,1197
1275,0.7142,1200
1280,0.6975,1206
1285,0.6808,1213
1290,0.6642,1212
1295,0.6475,1209
1300,0.6308,1206
1305,0.6142,1201
1310,0.6308,1195
1315,0.6475,1193
1320,0.6642,1191
1325,0.6808,1192
1330,0.6975,1197
1335,0.7142,1202
1340,0.6975,1209
1345,0.6808,1210
1350,0.6642,1213
1355,0.6475,1209
1360,0.6308,1207
1365,0.6142,1202
1370,0.6308,1197
1375,0.6475,1193
1380,0.6642,1191
1385,0.6808,1193
1390,0.6975,1198
1395,0.6808,1201
1400,0.6642,1204
1405,0.6475,1204
1410,0.6308,1202
1415,0.6142,1198
1420,0.6308,1199
1425,0.6475,1190
1430,0.6642,1190
1435,0.6808,1192
1440,0.6975,1196
1445,0.7142,1201
1450,0.6975,1207
1455,0.6808,1211
1460,0.6642,1213
1465,0.6475,1207
1470,0.6308,1207
1475,0.6142,1201
1480,0.6308,1196
1485,0.6475,1191
1490,0.6642,1192
1495,0.6808,1194
1500,0.6975,1196
1505,0.7142,1202
1510,0.6975,1207
1515,0.6808,1211
1520,0.6642,1212
1525,0.6475,1212
1530,0.6308,1207
1535,0.6142,1203
1540,0.5975,1197
1545,0.6142,1191
1550,0.6308,1186
1555,0.6475,1185
1560,0.6642,1187
1565,0.6808,1190
1570,0.6975,1194
1575,0.7142,1199
1580,0.6975,1206
1585,0.6808,1212
1590,0.6642,1212
1595,0.6475,1212
1600,0.6308,1207
1605,0.6142,1202
1610,0.5975,1198
1615,0.6142,1191
1620,0.6308,1188
1625,0.6475,1185
1630,0.6642,1187
1635,0.6808,1189
1640,0.6975,1194
1645,0.7142,1199
1650,0.6975,1205
1655,0.6808,1211
1660,0.6642,1212
1665,0.6475,1208
1670,0.6308,1208
1675,0.6142,1205
1680,0.5975,1197
1685,0.6142,1191
1690,0.6308,1186
1695,0.6475,1185
1700,0.6642,1187
1705,0.6808,1190
1710,0.6975,1194
1715,0.7142,1201
1720,0.6975,1206
1725,0.6808,1211
1730,0.6642,1211
1735,0.6475,1210
1740,0.6308,1203
1745,0.6142,1203
1750,0.5975,1197
1755,0.6142,1190
1760,0.6308,1185
1765,0.6475,1185
1770,0.6642,1187
1775,0.6808,1193
1780,0.6975,1195
1785,0.7142,1200
1790,0.6975,1206
1795,0.6808,1210
1800,0.6642,1212
1805,0.6475,1209
1810,0.6308,1206
1815,0.6142,1203
1820,0.5975,1198
1825,0.6142,1191
1830,0.6308,1185
1835,0.6475,1185
1840,0.6642,1187
1845,0.6808,1190
1850,0.6975,1192
1855,0.7142,1200
1860,0.6975,1206
1865,0.6808,1210
1870,0.6642,1213
1875,0.6475,1208
1880,0.6308,1210
1885,0.6142,1201
1890,0.6308,1197
1895,0.6475,1193
1900,0.6642,1193
1905,0.6808,1195
1910,0.6975,1199
1915,0.6808,1204
1920,0.6642,1206
1925,0.6475,1207
1930,0.6308,1204
1935,0.6142,1201
1940,0.6308,1196
1945,0.6475,1195
1950,0.6642,1190
1955,0.6808,1196
1960,0.6975,1197
1965,0.7142,1201
1970,0.6975,1208
1975,0.6808,1210
1980,0.6642,1211
1985,0.6475,1212
1990,0.6308,1208
1995,0.6142,1204
2000,0.5975,1199
2005,0.6142,1192
2010,0.6308,1188
2015,0.6475,1186
2020,0.6642,1183
2025,0.6808,1191
2030,0.6975,1197
2035,0.7142,1201
2040,0.6975,1204
2045,0.6808,1209
2050,0.6642,1211
2055,0.6475,1209
2060,0.6308,1209
2065,0.6142,1207
2070,0.5975,1196
2075,0.6142,1193
2080,0.6308,1188
2085,0.6475,1186
2090,0.6642,1186
2095,0.6808,1191
2100,0.6975,1196
2105,0.7142,1200
2110,0.6975,1206
