elapsed_s,power_mA,temperature_C,flow_sccm
0,0.01,799.4,0.02251
1,0.019,799.5,0.02251
2,0.028,799.6,0.02251
3,0.037,799.5,0.03298
4,0.046,799.5,0.02251
5,0.055,799.5,0.03298
6,0.064,799.6,0.02251
7,0.073,799.5,0.02251
8,0.082,799.4,0.02251
9,0.091,799.5,0.02251
10,0.1,799.5,0.01204
11,0.1007,799.4,0.02251
12,0.1013,799.4,0.02251
13,0.102,799.5,0.02251
14,0.1027,799.7,0.02251
15,0.1033,799.6,0.03298
16,0.104,799.4,0.02251
17,0.1047,799.5,0.02251
18,0.1053,799.6,0.02251
19,0.106,799.4,0.02251
20,0.1067,799.3,0.02251
21,0.1073,799.5,0.02251
22,0.108,799.4,0.02251
23,0.1087,799.6,0.02251
24,0.1093,799.5,0.02251
25,0.11,799.4,0.02251
26,0.1107,799.5,0.02251
27,0.1113,799.5,0.2842
28,0.112,799.4,21.38
29,0.1127,799.5,21.38
30,0.1133,799.4,21.38
31,0.114,799.7,21.38
32,0.1147,799.5,21.38
33,0.1153,799.7,21.38
34,0.116,799.3,21.38
35,0.1167,799.7,21.38
36,0.1173,799.4,21.38
37,0.118,799.5,21.38
38,0.1187,799.5,21.38
39,0.1193,799.4,5.34
40,0.12,799.5,11.49
41,0.1207,799.4,21.38
42,0.1213,799.5,20.8
43,0.122,799.4,19.61
44,0.1227,799.4,19.81
45,0.1233,799.5,19.95
46,0.124,799.7,19.95
47,0.1247,799.3,19.95
48,0.1253,799.4,19.95
49,0.126,799.4,19.95
50,0.1267,799.5,19.96
51,0.1273,799.4,19.97
52,0.128,799.4,19.97
53,0.1287,799.5,19.97
54,0.1293,799.5,19.97
55,0.13,799.7,19.97
56,0.1307,799.5,19.99
57,0.1313,799.5,19.99
58,0.132,799.5,19.99
59,0.1327,799.4,19.99
60,0.1333,799,19.99
61,0.134,799.5,20.01
62,0.1347,799.6,20
63,0.1353,799.4,19.99
64,0.136,799.4,20
65,0.1367,799.4,19.99
66,0.1373,799.5,20
67,0.138,799.4,20.01
68,0.1387,800.1,20
69,0.1393,799.4,20.01
70,0.14,799.5,20
71,0.1407,799.6,20.02
72,0.1413,799.2,19.99
73,0.142,799.2,20.01
74,0.1427,799.4,20.02
75,0.1433,799.5,20
76,0.144,799.6,20.01
77,0.1447,799.4,20
78,0.1453,799.6,20.01
79,0.146,801,20.01
80,0.1467,799.4,20
81,0.1473,800.3,20.01
82,0.148,799,20.03
83,0.1487,799.6,20.03
84,0.1493,799.5,20.01
85,0.15,799.6,20.02
86,0.1507,799.4,20.03
87,0.1513,799.7,20.01
88,0.152,799.6,20.01
89,0.1527,799.4,20.04
90,0.1533,799.4,20.02
91,0.154,800.3,20.03
92,0.1547,800.7,20.03
93,0.1553,799.6,20.02
94,0.156,799.4,20.05
95,0.1567,799.4,20.01
96,0.1573,799.8,20.03
97,0.158,799.5,20.03
98,0.1587,799.5,20.04
99,0.1593,799.6,20.04
100,0.16,799,20.02
101,0.1607,799.6,20.03
102,0.1613,799,20.03
103,0.162,799.9,20.05
104,0.1627,799.4,20.02
105,0.1633,799,20.03
106,0.164,799.5,20.02
107,0.1647,799.4,20.05
108,0.1653,799.5,20.02
109,0.166,799.7,20.04
110,0.1667,799.6,20
111,0.1673,799.5,20.04
112,0.168,799.4,20.01
113,0.1687,799,20.05
114,0.1693,799.4,20.02
115,0.17,799.8,20.06
116,0.1707,800,20.02
117,0.1713,799.4,20.04
118,0.172,799.4,20.03
119,0.1727,799.6,20.04
120,0.1733,800.1,20.04
121,0.174,799.5,20.04
122,0.1747,799.5,20.04
123,0.1753,800,20.01
124,0.176,799.5,20.04
125,0.1767,799.5,20.02
126,0.1773,799.3,20.05
127,0.178,799.4,20.02
128,0.1787,799.5,20.04
129,0.1793,799.6,20.03
130,0.18,799.5,20.03
131,0.1807,799.4,20.04
132,0.1813,799.4,20.04
133,0.182,799.5,20.02
134,0.1827,799,20.02
135,0.1833,799.5,20.07
136,0.184,799.3,20.03
137,0.1847,799.4,20.01
138,0.1853,799.5,20.04
