elapsed_s,power_mA,temperature_C
0,0,795.5
2.001,0,795.5
4.002,0,795.5
6.003,0,795.5
8.004,0,795.5
10,0,795.4
12.01,0.02,795.5
14.01,0.04,795.5
16.01,0.06,795.4
18.01,0.08,795.4
20.01,0.1,795.4
22.01,0.1001,795.5
24.01,0.1003,795.4
26.01,0.1004,795.5
28.01,0.1005,795.7
30.01,0.1006,795
32.02,0.1008,795.4
34.02,0.1009,795.4
36.02,0.101,795.5
38.02,0.1011,795
40.02,0.1013,795.5
42.02,0.1014,795.3
44.02,0.1015,795
46.02,0.1016,795.4
48.02,0.1017,795.4
50.02,0.1019,795.4
52.03,0.102,795.7
54.03,0.1021,795.4
56.03,0.1022,795.4
58.03,0.1024,795.4
60.03,0.1025,796.4
62.03,0.1026,795.5
64.03,0.1027,795.6
66.03,0.1029,795.4
68.03,0.103,795.4
70.03,0.1031,795.5
72.04,0.1032,795.4
74.04,0.1034,795.4
76.04,0.1035,795.4
78.04,0.1036,795.4
80.04,0.1037,795.5
82.04,0.1039,795.5
84.04,0.104,795.6
86.04,0.1041,795.5
88.04,0.1042,795.1
90.04,0.1044,795.6
92.05,0.1045,795.3
94.05,0.1046,795.7
96.05,0.1047,795.4
98.05,0.1049,795.7
100,0.105,795.3
102.1,0.1051,795.4
104.1,0.1052,795.2
106.1,0.1054,795.4
108.1,0.1055,795
110.1,0.1056,795.5
112.1,0.1057,795.4
114.1,0.1059,795.4
116.1,0.106,795.5
118.1,0.1061,796
120.1,0.1062,795.4
122.1,0.1064,795.7
124.1,0.1065,795.3
126.1,0.1066,795.1
128.1,0.1067,795.6
130.1,0.1069,795.5
132.1,0.107,796.1
134.1,0.1071,795.4
136.1,0.1072,795.2
138.1,0.1074,795.4
140.1,0.1075,795.5
142.1,0.1076,795.4
144.1,0.1077,795.5
146.1,0.1079,795.4
148.1,0.108,795.4
150.1,0.1081,795.4
152.1,0.1082,795.5
154.1,0.1084,795.4
156.1,0.1085,795.5
158.1,0.1086,795.5
160.1,0.1087,795.4
162.1,0.1089,795.5
164.1,0.109,795.7
166.1,0.1091,795.4
168.1,0.1092,795.6
170.1,0.1094,795.5
172.1,0.1095,795.4
174.1,0.1096,795.6
176.1,0.1098,795.4
178.1,0.1099,795.4
180.1,0.11,795.6
182.1,0.1101,795.4
184.1,0.1103,795.3
186.1,0.1104,795.5
188.1,0.1105,795.5
190.1,0.1106,795.5
192.1,0.1108,795.4
194.1,0.1109,795.4
196.1,0.111,795.6
198.1,0.1111,795.5
200.1,0.1113,795.5
202.1,0.1114,795.5
204.1,0.1115,796.1
206.1,0.1116,795.5
208.1,0.1118,795.4
210.1,0.1119,795.6
212.1,0.112,795.4
214.1,0.1121,795.5
216.1,0.1123,795.4
218.1,0.1124,795.5
220.1,0.1125,795.4
222.1,0.1126,795.5
224.1,0.1128,795.5
226.1,0.1129,795.5
228.1,0.113,795.4
230.1,0.1131,795.4
232.1,0.1133,795.7
234.1,0.1134,797.9
236.1,0.1135,795.4
238.1,0.1136,795.4
240.1,0.1138,795.5
242.1,0.1139,796.2
244.1,0.114,795.4
246.1,0.1141,795.7
248.1,0.1143,795.5
250.1,0.1144,795.5
252.1,0.1145,795.4
254.1,0.1146,795.6
256.1,0.1148,795.5
258.1,0.1149,795.5
260.1,0.115,795.5
262.1,0.1151,795.4
264.1,0.1153,795.5
266.1,0.1154,795.6
268.1,0.1155,796.5
270.1,0.1156,795.4
272.1,0.1158,795
274.1,0.1159,795.5
276.1,0.116,795
278.1,0.1161,795.4
280.1,0.1163,795.4
282.1,0.1164,795.5
284.1,0.1165,795.4
286.1,0.1166,795.5
288.1,0.1168,795.5
290.1,0.1169,795.4
292.1,0.117,795.5
294.1,0.1171,795.6
296.1,0.1172,795.5
298.1,0.1174,795
300.1,0.1175,795.4
302.2,0.1176,795.6
304.2,0.1177,795.5
306.2,0.1179,795.5
308.2,0.118,795.5
310.2,0.1181,795.7
312.2,0.1182,795.3
314.2,0.1184,795
316.2,0.1185,795.6
318.2,0.1186,795
320.2,0.1187,795.4
322.2,0.1189,795.3
324.2,0.119,795.4
326.2,0.1191,795.6
328.2,0.1192,795.3
330.2,0.1194,795.5
332.2,0.1195,795
334.2,0.1196,795.6
336.2,0.1197,795.4
338.2,0.1199,795.5
340.2,0.12,795.5
342.2,0.1201,795.7
344.2,0.1202,795.4
346.2,0.1204,795.4
348.2,0.1205,795
350.2,0.1206,795.6
352.2,0.1207,795.3
354.2,0.1209,795.5
356.2,0.121,795.5
358.2,0.1211,795.6
360.2,0.1212,795.7
362.2,0.1214,795.3
364.2,0.1215,795.5
366.2,0.1216,795.7
368.2,0.1217,795.7
370.2,0.1219,795.5
372.2,0.122,795.5
374.2,0.1221,795.4
376.2,0.1222,795.5
378.2,0.1224,795.6
380.2,0.1225,795.6
382.2,0.1226,795.5
384.2,0.1227,795.5
386.2,0.1229,795.6
388.2,0.123,795.4
390.2,0.1231,795.6
392.2,0.1232,795.3
394.2,0.1234,795.5
396.2,0.1235,795.4
398.2,0.1236,795.5
400.2,0.1237,795.5
402.2,0.1239,795.8
404.2,0.124,796.1
406.2,0.1241,795.5
408.2,0.1242,795.4
410.2,0.1244,795.5
412.2,0.1245,795.4
414.2,0.1246,795.5
416.2,0.1247,795.4
418.2,0.1249,795.6
420.2,0.125,795.5
422.2,0.1251,795.5
424.2,0.1253,795.4
426.2,0.1254,795.5
428.2,0.1255,795.4
430.2,0.1256,795.5
432.2,0.1258,795.5
434.2,0.1259,795.5
436.2,0.126,795.5
438.2,0.1261,795.4
440.2,0.1263,795.5
442.2,0.1264,795.4
444.2,0.1265,795.4
446.2,0.1266,795.7
448.2,0.1268,795.5
450.2,0.1269,795.3
452.2,0.127,795.4
454.2,0.1271,795.4
456.2,0.1273,795.4
458.2,0.1274,795.5
460.2,0.1275,795.4
462.2,0.1276,795.4
464.2,0.1278,795.4
466.2,0.1279,795.4
468.2,0.128,795.5
470.2,0.1281,795.5
472.2,0.1283,795.4
474.2,0.1284,795.6
476.2,0.1285,795.4
478.2,0.1286,795.5
480.2,0.1288,795.5
482.2,0.1289,795.6
484.2,0.129,795
486.2,0.1291,795.5
488.2,0.1293,795.3
490.2,0.1294,795.4
492.2,0.1295,795.5
494.2,0.1296,795.4
496.2,0.1298,795.4
498.2,0.1299,795.5
500.2,0.13,795.4
502.3,0.1301,795.4
504.3,0.1303,795.5
506.3,0.1304,795.5
508.3,0.1305,795.5
510.3,0.1306,795.4
512.3,0.1308,795.5
514.3,0.1309,796.2
516.3,0.131,795.5
518.3,0.1311,795.2
520.3,0.1313,795.4
522.3,0.1314,795.5
524.3,0.1315,795.4
526.3,0.1316,795.5
528.3,0.1318,795.4
530.3,0.1319,795.5
532.3,0.132,795.5
534.3,0.1321,795.5
536.3,0.1323,795.3
538.3,0.1324,795.4
540.3,0.1325,795.4
542.3,0.1326,795.5
544.3,0.1328,795.5
546.3,0.1329,795.6
548.3,0.133,795.5
550.3,0.1331,795
552.3,0.1333,795.1
554.3,0.1334,796
556.3,0.1335,795.5
558.3,0.1336,795.5
560.3,0.1338,795.4
562.3,0.1339,795.4
564.3,0.134,795.6
566.3,0.1341,795.6
568.3,0.1343,795.4
570.3,0.1344,795.4
572.3,0.1345,795.6
574.3,0.1346,795.4
576.3,0.1348,795.5
578.3,0.1349,795.5
580.3,0.135,795.5
582.3,0.1351,795.4
584.3,0.1353,795.5
586.3,0.1354,795.5
588.3,0.1355,795.4
590.3,0.1356,797.7
592.3,0.1358,795.4
594.3,0.1359,795.4
596.3,0.136,795.4
598.3,0.1361,796.9
600.3,0.1363,795.5
602.3,0.1364,795.5
604.3,0.1365,795.5
606.3,0.1366,795.5
608.3,0.1368,795.6
610.3,0.1369,795.4
612.3,0.137,795.4
614.3,0.1371,795.5
616.3,0.1373,795.5
618.3,0.1374,795.4
620.3,0.1375,795.4
622.3,0.1376,795.5
624.3,0.1378,795.5
626.3,0.1379,795.4
628.3,0.138,795.5
630.3,0.1381,795.5
632.3,0.1383,795.6
634.3,0.1384,795.4
636.3,0.1385,795.5
638.3,0.1386,795
640.3,0.1388,795.4
642.3,0.1389,795.4
644.3,0.139,795.4
646.3,0.1391,795.7
648.3,0.1393,795.4
650.3,0.1394,795.4
652.3,0.1395,795.6
654.3,0.1396,795.8
656.3,0.1398,795.5
658.3,0.1399,795.5
660.3,0.14,795
662.3,0.1401,795.5
664.3,0.1403,796
666.3,0.1404,795.5
668.3,0.1405,795.6
670.3,0.1406,795.3
672.3,0.1407,795.6
674.3,0.1409,795.4
676.3,0.141,795.5
678.3,0.1411,795.4
680.3,0.1412,795.3
682.3,0.1414,795.4
684.3,0.1415,795.1
686.3,0.1416,795.5
688.3,0.1417,795.4
690.3,0.1419,795.4
692.3,0.142,796.3
694.3,0.1421,795
696.3,0.1422,795.4
698.3,0.1424,795.7
700.3,0.1425,795.4
702.4,0.1426,795.5
704.4,0.1427,795.5
706.4,0.1429,795.5
708.4,0.143,795.6
710.4,0.1431,795.5
712.4,0.1432,795.5
714.4,0.1434,795.4
716.4,0.1435,795.5
718.4,0.1436,795.4
720.4,0.1437,795.4
722.4,0.1439,795.5
724.4,0.144,795.5
726.4,0.1441,795.5
728.4,0.1442,795.4
730.4,0.1444,795.4
732.4,0.1445,795.2
734.4,0.1446,795.4
736.4,0.1447,795.5
738.4,0.1449,795.5
740.4,0.145,795.4
742.4,0.1451,795.4
744.4,0.1452,795.4
746.4,0.1454,795.3
748.4,0.1455,795.4
750.4,0.1456,795.4
752.4,0.1457,795.4
