200, 18.600000, 2.385696
201, 18.693001, 2.392896
202, 18.786001, 2.397947
203, 18.879000, 2.399724
204, 18.972000, 2.400640
205, 19.065001, 2.400467
206, 19.158001, 2.397102
207, 19.251001, 2.395440
208, 19.344000, 2.396006
209, 19.437000, 2.400225
210, 19.530001, 2.406023
211, 19.623001, 2.409695
212, 19.716000, 2.412032
213, 19.809000, 2.412463
214, 19.902000, 2.414582
215, 19.995001, 2.417387
216, 20.088001, 2.424651
217, 20.181000, 2.427637
218, 20.274000, 2.430832
219, 20.367001, 2.431354
220, 20.460001, 2.430557
221, 20.553001, 2.428469
222, 20.646000, 2.428379
223, 20.739000, 2.430288
224, 20.832001, 2.430529
225, 20.925001, 2.430529
226, 21.018000, 2.432343
227, 21.111000, 2.433261
228, 21.204000, 2.435562
229, 21.297001, 2.436661
230, 21.390001, 2.437088
231, 21.483000, 2.435636
232, 21.576000, 2.433532
233, 21.669001, 2.432699
234, 21.762001, 2.432800
235, 21.855001, 2.429576
236, 21.948000, 2.424614
237, 22.041000, 2.422306
238, 22.134001, 2.423765
239, 22.227001, 2.426189
240, 22.320000, 2.426189
241, 22.413000, 2.426189
242, 22.506001, 2.426189
243, 22.599001, 2.427248
244, 22.692001, 2.428308
245, 22.785000, 2.429722
246, 22.878000, 2.431710
247, 22.971001, 2.427401
248, 23.064001, 2.426341
249, 23.157001, 2.425724
250, 23.250000, 2.428710
251, 23.343000, 2.430637
252, 23.436001, 2.433658
253, 23.529001, 2.434187
254, 23.622000, 2.434717
255, 23.715000, 2.434899
256, 23.808001, 2.432938
257, 23.901001, 2.430204
258, 23.994001, 2.425094
259, 24.087000, 2.415281
260, 24.180000, 2.408162
261, 24.273001, 2.405055
262, 24.366001, 2.405846
263, 24.459000, 2.408130
264, 24.552000, 2.411640
265, 24.645000, 2.413168
266, 24.738001, 2.414265
267, 24.831001, 2.417000
268, 24.924000, 2.420563
269, 25.017000, 2.425692
270, 25.110001, 2.430644
271, 25.203001, 2.434096
272, 25.296001, 2.433947
273, 25.389000, 2.430178
274, 25.482000, 2.429985
275, 25.575001, 2.432666
276, 25.668001, 2.437039
277, 25.761000, 2.437039
278, 25.854000, 2.437039
279, 25.947001, 2.437249
280, 26.040001, 2.438347
281, 26.133001, 2.440581
282, 26.226000, 2.442934
283, 26.319000, 2.447646
284, 26.412001, 2.445120
285, 26.505001, 2.444605
