0,0
0.01,0
0.02,0
0.03,6
0.04,14
0.05,41
0.06,49
0.07,79
0.08,66
0.09,95
0.1,120
0.11,118
0.12,159
0.13,126
0.14,145
0.15,153
0.16,168
0.17,197
0.18,199
0.19,227
0.2,231
0.21,284
0.22,311
0.23,338
0.24,389
0.25,389
0.26,464
0.27,373
0.28,336
0.29,318
0.3,302
0.31,303
0.32,280
0.33,304
0.34,346
0.35,345
0.36,358
0.37,406
0.38,406
0.39,418
0.4,426
0.41,425
0.42,481
0.43,462
0.44,460
0.45,539
0.46,566
0.47,620
0.48,691
0.49,675
0.5,689
0.51,710
0.52,745
0.53,731
0.54,774
0.55,809
0.56,816
0.57,807
0.58,937
0.59,925
0.6,1118
0.61,1146
0.62,1211
0.63,1270
0.64,1416
0.65,1482
0.66,1797
0.67,1993
0.68,2265
0.69,2907
0.7,3583
0.71,4471
0.72,5639
0.73,6510
0.74,7213
0.75,7200
0.76,6977
0.77,6344
0.78,6242
0.79,7167
0.8,9592
0.81,13749
0.82,19234
0.83,25237
0.84,29301
0.85,31062
0.86,28530
0.87,23706
0.88,17441
0.89,11424
0.9,6988
0.91,3846
0.92,2260
0.93,1449
0.94,999
0.95,829
0.96,723
0.97,625
0.98,579
0.99,481
1,478
1.01,457
1.02,448
1.03,411
1.04,438
1.05,409
1.06,492
1.07,424
1.08,415
1.09,447
1.1,443
1.11,401
1.12,468
1.13,499
1.14,475
1.15,424
1.16,497
1.17,475
1.18,510
1.19,497
1.2,454
1.21,498
1.22,455
1.23,503
1.24,530
1.25,531
1.26,546
1.27,551
1.28,527
1.29,482
1.3,542
1.31,516
1.32,543
1.33,527
1.34,531
1.35,539
1.36,525
1.37,616
1.38,568
1.39,590
1.4,555
1.41,642
1.42,593
1.43,598
1.44,607
1.45,609
1.46,590
1.47,636
1.48,631
1.49,641
1.5,598
1.51,648
1.52,592
1.53,585
1.54,619
1.55,593
1.56,622
1.57,640
1.58,568
1.59,584
1.6,604
1.61,614
1.62,599
1.63,604
1.64,637
1.65,688
1.66,592
1.67,618
1.68,691
1.69,612
1.7,629
1.71,650
1.72,675
1.73,665
1.74,646
1.75,607
1.76,634
1.77,644
1.78,684
1.79,652
1.8,672
1.81,583
1.82,581
1.83,613
1.84,594
1.85,618
1.86,615
1.87,604
1.88,567
1.89,571
1.9,587
1.91,590
1.92,569
1.93,571
1.94,601
1.95,545
1.96,603
1.97,564
1.98,574
1.99,583
2,590
2.01,585
2.02,621
2.03,551
2.04,599
2.05,566
2.06,584
2.07,580
2.08,607
2.09,600
2.1,546
2.11,594
2.12,535
2.13,616
2.14,572
2.15,582
2.16,624
2.17,567
2.18,596
2.19,550
2.2,574
2.21,576
2.22,559
2.23,575
2.24,604
2.25,600
2.26,541
2.27,574
2.28,601
2.29,564
2.3,555
2.31,588
2.32,611
2.33,539
2.34,542
2.35,540
2.36,594
2.37,580
2.38,583
2.39,557
2.4,568
2.41,575
2.42,568
2.43,558
2.44,567
2.45,512
2.46,556
2.47,545
2.48,533
2.49,579
2.5,578
2.51,544
2.52,560
2.53,555
2.54,552
2.55,543
2.56,541
2.57,535
2.58,542
2.59,582
2.6,532
2.61,509
2.62,551
2.63,537
2.64,578
2.65,532
2.66,560
2.67,528
2.68,533
2.69,497
2.7,530
2.71,499
2.72,539
2.73,498
2.74,504
2.75,505
2.76,535
2.77,508
2.78,499
2.79,510
2.8,511
2.81,561
2.82,519
2.83,566
2.84,516
2.85,484
2.86,520
2.87,487
2.88,497
2.89,552
2.9,513
2.91,492
2.92,489
2.93,496
2.94,448
2.95,498
2.96,498
2.97,495
2.98,529
2.99,485
3,504
3.01,479
3.02,492
3.03,487
3.04,506
3.05,486
3.06,474
3.07,476
3.08,473
3.09,469
3.1,485
3.11,474
3.12,458
3.13,475
3.14,454
3.15,495
3.16,471
3.17,456
3.18,472
3.19,438
3.2,460
3.21,491
3.22,475
3.23,492
3.24,465
3.25,453
3.26,468
3.27,508
3.28,440
3.29,427
3.3,510
3.31,500
3.32,463
3.33,459
3.34,440
3.35,446
3.36,442
3.37,443
3.38,453
3.39,450
3.4,459
3.41,415
3.42,441
3.43,445
3.44,463
3.45,407
3.46,464
3.47,481
3.48,441
3.49,431
3.5,454
3.51,404
3.52,441
3.53,432
3.54,450
3.55,438
3.56,414
3.57,422
3.58,387
3.59,419
3.6,419
3.61,396
3.62,453
3.63,402
3.64,434
3.65,407
3.66,390
3.67,408
3.68,367
3.69,400
3.7,385
3.71,402
3.72,426
3.73,450
3.74,391
3.75,405
3.76,445
3.77,385
3.78,407
3.79,386
3.8,371
3.81,417
3.82,421
3.83,421
3.84,408
3.85,405
3.86,399
3.87,407
3.88,394
3.89,359
3.9,404
3.91,405
3.92,375
3.93,400
3.94,367
3.95,368
3.96,426
3.97,360
3.98,380
3.99,372
4,387
4.01,390
4.02,370
4.03,387
4.04,373
4.05,388
4.06,364
4.07,359
4.08,362
4.09,352
4.1,338
4.11,373
4.12,335
4.13,357
4.14,353
4.15,387
4.16,380
4.17,317
4.18,373
4.19,375
4.2,370
4.21,356
4.22,354
4.23,346
4.24,390
4.25,353
4.26,366
4.27,364
4.28,348
4.29,334
4.3,351
4.31,367
4.32,317
4.33,364
4.34,342
4.35,336
4.36,364
4.37,351
4.38,364
4.39,345
4.4,323
4.41,367
4.42,345
4.43,321
4.44,304
4.45,318
4.46,364
4.47,354
4.48,347
4.49,351
4.5,339
4.51,332
4.52,347
4.53,324
4.54,329
4.55,316
4.56,315
4.57,344
4.58,303
4.59,307
4.6,315
4.61,299
4.62,326
4.63,327
4.64,321
4.65,320
4.66,336
4.67,326
4.68,303
4.69,323
4.7,327
4.71,347
4.72,314
4.73,354
4.74,307
4.75,325
4.76,308
4.77,326
4.78,350
4.79,306
4.8,327
4.81,330
4.82,310
4.83,318
4.84,327
4.85,307
4.86,347
4.87,309
4.88,305
4.89,306
4.9,278
4.91,296
4.92,304
4.93,290
4.94,312
4.95,307
4.96,323
4.97,337
4.98,336
4.99,330
5,314
5.01,341
5.02,298
5.03,314
5.04,293
5.05,296
5.06,310
5.07,265
5.08,291
5.09,287
5.1,296
5.11,284
5.12,311
5.13,265
5.14,280
5.15,274
5.16,294
5.17,278
5.18,349
5.19,292
5.2,302
5.21,284
5.22,277
5.23,306
5.24,309
5.25,302
5.26,299
5.27,282
5.28,319
5.29,274
5.3,289
5.31,279
5.32,294
5.33,257
5.34,278
5.35,315
5.36,312
5.37,312
5.38,271
5.39,284
5.4,281
5.41,254
5.42,287
5.43,284
5.44,258
5.45,299
5.46,285
5.47,282
5.48,266
5.49,273
5.5,282
5.51,284
5.52,276
5.53,303
5.54,294
5.55,253
5.56,267
5.57,241
5.58,267
5.59,258
5.6,289
5.61,290
5.62,243
5.63,259
5.64,276
5.65,290
5.66,293
5.67,309
5.68,309
5.69,290
5.7,277
5.71,254
5.72,274
5.73,269
5.74,277
5.75,299
5.76,316
5.77,243
5.78,300
5.79,228
5.8,263
5.81,270
5.82,260
5.83,229
5.84,262
5.85,247
5.86,238
5.87,247
5.88,260
5.89,248
5.9,254
5.91,237
5.92,248
5.93,262
5.94,295
5.95,242
5.96,250
5.97,242
5.98,248
5.99,238
6,255
6.01,252
6.02,263
6.03,257
6.04,219
6.05,240
6.06,238
6.07,237
6.08,249
6.09,246
6.1,246
6.11,245
6.12,270
6.13,265
6.14,242
6.15,235
6.16,244
6.17,228
6.18,276
6.19,229
